accession	location	cluster	cluster_genes	tested_dgea_genes	significant_padj05_genes	significant_padj05_abs_lfc_genes	significant_fraction	mean_log2fc_tested	mean_log2fc_sig	mean_abs_stat_tested	mean_latent_shift_tested	fisher_odds_ratio	fisher_p_value	top_significant_genes	fisher_fdr_bh
OSD-48	FLT	1	3430	3392	16	9	0.0047169811320754715	0.02577039587435896	-0.7401815453370175	0.8148965365721457	0.21643638271774707	0.7348125807841448	0.8942134545561466	Per3,Ripk2,Dbp,Meg3,Prom1,Usp2,Tmtc2,Carmil1,Syne3,Mfsd13a	1.0
OSD-48	FLT	9	942	941	12	6	0.012752391073326248	0.003408543062022325	0.6699170321163455	0.8527797848191777	0.5706955058253042	2.3398431493157004	0.009933293556730468	Ddit4,Cdkn1a,Slco1a1,Stbd1,Rarres1,Isg15,Epha1,Parp16,1810013L24Rik,Dpy19l1	0.13906610979422657
OSD-48	FLT	5	1176	1175	10	6	0.00851063829787234	-0.01661041925398707	-0.8000854321652959	0.8457895566456488	1.091436940091472	1.4835479256080115	0.16347007730007826	Slc45a3,Acot3,Sgk2,Tef,Tns2,Txnip,Mrap,Gstt2,Nr1d2,Azin1	0.7498698132886582
OSD-48	FLT	7	1043	1043	8	3	0.007670182166826462	0.0024367209158332134	-0.04809722981027263	0.9170865114241228	1.9382928554900287	1.3133829481655568	0.28586270441458006	Acot4,Dio1,Sult3a1,Gys2,Slc16a7,Bhlhe40,Ces1e,Chka	0.7498698132886582
OSD-48	FLT	8	963	963	8	0	0.008307372793354102	-0.0013754501307971434	0.056407112918382116	0.8318916761414729	0.39711248850313197	1.432460732984293	0.21810413164783793	Plekha8,Frmd8,Ablim3,Nhlrc2,Dhx58,Slc16a5,Cela1,Rnf152	0.7498698132886582
OSD-48	FLT	3	1823	1814	8	2	0.004410143329658214	0.0019681260107032523	-0.07174708551513359	0.7715891948877096	0.2757718971920101	0.7065337763012182	0.8668017498972449	Cyp3a59,Serpina12,Pla2g12a,Tbc1d16,Mthfr,Ccnf,Cdkn1c,Emp2	1.0
OSD-48	FLT	6	1061	1006	6	6	0.005964214711729622	0.06454647995687555	0.016192036442973363	0.8217829434957773	0.24671775406114269	0.9954473684210526	0.5651319485729115	Elovl3,Krt23,Hsd3b5,Pde6c,Gm15441,Slc4a9	0.8935206530472141
OSD-48	FLT	10	843	843	5	2	0.005931198102016607	0.017209205167899783	0.46224241404578487	0.8978226579561669	4.836806354253884	0.9896010910330719	0.5744061341017804	Kyat3,Cyp8b1,Fmo3,Ces3a,Mup20	0.8935206530472141
OSD-48	FLT	4	1733	1238	4	4	0.0032310177705977385	-0.03212200407280609	0.44971107063952753	0.7056511626992737	0.26971529349348733	0.5142750280513652	0.9461375014451043	Ptgfr,Serpine1,Mup4,Mup5	1.0
OSD-48	FLT	11	599	599	2	1	0.00333889816360601	-0.009929784838987505	0.3903047420480235	0.8055309046597552	0.6469134814030191	0.5448911222780569	0.8795097601995658	Slc22a7,Zyx	1.0
OSD-48	FLT	15	8	8	1	1	0.125	1.0014661852619278	1.56789294321293	1.9576821023512996	43.48988269084998	23.98941798941799	0.04693395920187352	Mup3	0.32853771441311463
OSD-48	FLT	0	4568	78	1	1	0.01282051282051282	0.03768179006700868	1.71796328041982	0.9162749647847976	14.56919908058581	2.169632836299503	0.3749349066443291	Mup16	0.7498698132886582
OSD-48	FLT	2	2144	68	1	1	0.014705882352941176	-0.8272017008969309	-2.53171431471425	1.1276283560471305	0.2705035658935983	2.4953012714206744	0.33602133747831064	Snai3	0.7498698132886582
OSD-48	FLT	12	568	523	0	0	0.0	0.03384068148337371		0.7715259073719392	0.25216151051951124	0.0	1.0		1.0
OSD-48	GC	3	2518	2517	26	15	0.010329757647993643	-0.03444473612654995	-0.5334107730092673	0.9044715092503026	2.4820052382727305	2.072231461834031	0.0025167926319917596	Per3,Acot3,Kyat3,Sgk2,Dbp,Acot4,Cyp8b1,Mup3,Tef,Tns2	0.027684718951909354
OSD-48	GC	4	2493	2466	19	9	0.007704785077047851	0.013277378974408931	-0.030886426936460307	0.8119081605505959	0.24719183690278101	1.375691647044324	0.14177281907912734	Ddit4,Cdkn1a,Ripk2,Prom1,Krt23,Slc22a7,Tmtc2,Syne3,Mfsd13a,Ablim3	0.5198336699568002
OSD-48	GC	2	3199	3199	18	4	0.005626758361988122	-0.01764478123263177	-0.4548330531087122	0.7931332920952352	0.4816502775139631	0.9219977994341402	0.6609891018727805	Slc45a3,Stbd1,Cyp3a59,Plekha8,Usp2,Pla2g12a,Mrap,Nhlrc2,Epha1,Lipg	1.0
OSD-48	GC	0	4037	2364	5	5	0.0021150592216582064	0.057956627340520275	1.0721841204970322	0.7852865148537366	0.2602961038978579	0.3096733702922766	0.9992583419011564	Elovl3,Hsd3b5,Ptgfr,Mup4,Snai3	1.0
OSD-48	GC	6	1569	1496	5	5	0.0033422459893048127	0.03249865570797932	1.3820119788287821	0.8036315977271367	0.23250340346772258	0.5277552762462219	0.953470100993395	Slco1a1,Meg3,Carmil1,Serpine1,Dnmt3b	1.0
OSD-48	GC	7	723	723	5	1	0.006915629322268326	0.00645094333057454	0.2485457364087924	0.8275518946269108	0.1720304014134868	1.1658466881308107	0.4372820044302515	Rarres1,Frmd8,Arhgef15,Cela1,Rassf6	1.0
OSD-48	GC	8	507	468	2	2	0.004273504273504274	0.015099861228633656	0.3058756093308801	0.7859531889703327	0.2570373917776818	0.7050965665236052	0.7756480957201988	Serpina12,Gm15441	1.0
OSD-48	GC	5	1760	2	1	1	0.5	2.50726742614482	2.5204680672251	3.148458957579215	2.63529645747445	168.0	0.011943234850767322	Mup5	0.06568779167922027
OSD-48	GC	9	452	450	1	0	0.0022222222222222222	-0.026475628103934522	-0.573703615015244	0.8296803058800167	5.196439617861753	0.3618466276224257	0.9359932608121619	Slc16a7	1.0
OSD-48	GC	13	4	4	0	0	0.0	0.44804528785293074		0.8314866285716462	34.13478147356467	0.0	1.0		1.0
OSD-48	GC	14	2	2	0	0	0.0	0.08332037589452584		0.48461445063048103	26.962155137706215	0.0	1.0		1.0
